,description,headline,url,provider,date
10,"<b>March</b> 23, 2019. The high-style music of “The Duke” is the heart and soul of this 1981 Tony-winning Broadway hit, directed with dazzle by André De Shields (The Wiz). <b>Mercedes</b> Ellington, granddaughter of Duke Ellington, re-creates the original show’s ...","Pebble Players Presents &quot;Heathers, the Musical: High School Edition&quot;",https://www.newjerseystage.com/articles/2018/11/13/pebble-players-presents-heathers-the-musical-high-school-edition/,New Jersey Stage,2018-11-14T01:27:00.0000000Z
11,"<b>March</b> 23, 2019. The high-style music of “The Duke” is the heart and soul of this 1981 Tony-winning Broadway hit, directed with dazzle by André De Shields (The Wiz). <b>Mercedes</b> Ellington, granddaughter of Duke Ellington, re-creates the original show’s ...",NJPAC Presents Duke Ellington&#39;s,https://www.newjerseystage.com/articles/2018/11/13/njpac-presents-duke-ellingtons-sophisticated-ladies/,New Jersey Stage,2018-11-13T20:20:00.0000000Z
12,Next season starts in Australia on <b>March</b> 17. Wolff said he spoke with the triple world champion and team shareholder immediately after <b>Mercedes</b> won the constructors’ title in Brazil on Sunday for the fifth straight season. That success equalled Ferrari ...,<b>Mercedes</b> salute absent Lauda with red cap tribute,https://www.grandprix247.com/2018/11/13/mercedes-salute-absent-lauda-with-red-cap-tribute/,grandprix247,2018-11-13T20:14:00.0000000Z
13,Next season starts in Australia on <b>March</b> 17. Wolff said he spoke with the triple world champion and team shareholder immediately after <b>Mercedes</b> won the constructors&#39; title in Brazil on Sunday for ...,Motor racing-<b>Mercedes</b> salute absent Lauda with red cap tribute,https://asia.eurosport.com/motorsports/motor-racing-mercedes-salute-absent-lauda-with-red-cap-tribute_sto7011049/story.shtml,Eurosport Asia,2018-11-13T18:56:00.0000000Z
14,"veered to the left and struck the three people who were standing outside the <b>Mercedes</b>. Carr&#39;s trial is set to begin Thursday, <b>March</b> 21. Tap or click here for the previous story.",Driver charged in Goochland County crash that killed 3 pleads not guilty,https://www.wric.com/news/local-news/driver-charged-in-goochland-county-crash-that-killed-3-pleads-not-guilty/1594221442,WRIC,2018-11-13T18:25:00.0000000Z
15,"Fuel consumption combined: 7,1 l/100 km; Combined CO2 emissions: 185 g/km* <b>Mercedes</b>-Benz sold more vehicles in <b>March</b> than ever before in one month: 228,296 cars were handed over to customers, an increase of 14.8%. From January to <b>March</b>, <b>Mercedes</b>-Benz ...","<b>Mercedes</b>-Benz in <b>March</b>: strongest-ever sales month with more than 228,000 cars sold",https://media.daimler.com/marsMediaSite/en/instance/ko/Mercedes-Benz-in-March-strongest-ever-sales-month-with-more-than-228000-cars-sold.xhtml?oid=16433853,media.daimler.com,2018-11-12T15:37:00.0000000Z
16,"Freda Wang has been named as Vice President, Network, Training and Process Development, <b>Mercedes</b>-Benz Canada, effective <b>March</b> 1, 2019. (Photo: <b>Mercedes</b>-Benz) <b>Mercedes</b>-Benz Canada has announced the appointment of Fang (Freda) Wang as Vice President ...","<b>Mercedes</b>-Benz Names New VP for Network, Training and Process Development",https://www.autosphere.ca/autojournal/dealerships-news/2018/11/12/mercedes-benz-new-vp-network-training-and-process-development/,Rousseau Automotive Communication,2018-11-12T12:51:00.0000000Z
17,"With <b>Mercedes</b> introducing a raft of updates at the Austrian Grand Prix, Will Tyson analyses how it could impact its F1 rivals along with eye-catching new parts from McLaren and Toro Rosso With a lap of the Red Bull Ring being as short as it is, there is ...",Tech: How <b>Mercedes</b> upgrades could steal a <b>march</b> on F1 rivals,https://www.crash.net/f1/feature/899929/1/how-mercedes-upgrades-could-steal-march-f1-rivals,Crash,2018-06-30T09:37:00.0000000Z
18,"Lewis Hamilton admits <b>Mercedes</b> have work to do over the Monaco GP&#39;s so-called &#39;rest&#39; day to put themselves in the victory hunt when action resumes on Saturday, after Red Bull dominated practice. But the world championship leader said he ended Thursday&#39;s ...",Monaco GP: Lewis Hamilton says <b>Mercedes</b> have work to do after Red Bull steal early <b>march</b>,https://www.skysports.com/f1/news/12433/11383654/monaco-gp-no-rest-for-mercedes-after-red-bull-steal-early-march,Sky Sports,2018-05-24T18:11:00.0000000Z
19,"But deliveries of the G350d 4Matic won&#39;t begin until <b>March</b> 2019. If you fire up the German configurator for the new <b>Mercedes</b> G-Class, you’ll be given only two options to choose from: either the G500 or the top-dog G63. The former was introduced in ...",<b>Mercedes</b> G-Class To Offer Diesel Engine In Europe From December,https://www.yahoo.com/news/mercedes-g-class-offer-diesel-114933152.html,YAHOO!,2018-05-21T00:00:00.0000000Z
20,"<b>Mercedes</b>-Benz&#39;s record first quarter 2018 sales of 625,030 vehicles was lifted by its best-ever single month of sales, with 237,307 sold in <b>March</b> alone. The luxury automaker announced Monday that the upward motion of its sales continued in April ...",<b>Mercedes</b>-Benz Posts All-Time Record April Sales,http://www.thedrive.com/news/20679/mercedes-benz-posts-all-time-record-april-sales,The Drive,2018-05-07T20:35:00.0000000Z
21,"Compared to 2017 sales, <b>Mercedes</b>-Benz USA is a little behind as it reports its <b>March</b> grand total sales of 31,484 (<b>Mercedes</b>-Benz Vans <b>March</b> sales registered a 3.3% increase with 2,967 units sold; smart claimed 110 units). Learn More: 2018 <b>Mercedes</b>-Benz GLC ...",<b>Mercedes</b>-Benz USA Reports Slight Decline in Year-to-Date Sales Compared to 2017,http://thenewswheel.com/mercedes-benz-usa-reports-slight-decline-in-year-to-date-sales-compared-to-2017/,thenewswheel.com,2018-04-10T13:42:00.0000000Z
22,"Not only are things good, but at <b>Mercedes</b>-Benz, they’ve never been better. The company announced they sold 237,307 cars in <b>March</b>, beating February’s mark by 3.9 percent and setting a record for its strongest-selling month in history. The record period ...",<b>Mercedes</b>-Benz Posts Record Quarter After Best Sales Month Ever,http://www.thedrive.com/news/19960/mercedes-benz-posts-record-quarter-after-best-sales-month-ever,The Drive,2018-04-07T19:38:00.0000000Z
23,"<b>Mercedes</b>-Benz is on a roll, all over the world and also in India. The German luxury carmaker sold a total of 237,307 cars this <b>March</b>, surpassing its sales record from the prior-year month by 3.9%. <b>March</b> was the strongest-selling month that the company has ...","<b>Mercedes</b>-Benz posts record Q1 sales, clocks best-ever <b>March</b> numbers",http://www.autocarpro.in/news-international/mercedes-benz-posts-record-q1-sales-clocks-march-28973,Autocar Pro,2018-04-07T12:40:00.0000000Z
24,"GERMANY (VOP TODAY NEWS) – German manufacturer of luxury cars <b>Mercedes</b>-Benz, part of the concern Daimler AG, recorded record sales in <b>March</b> 2018, as well as in the first quarter, in part due to the high demand for its cars in China. As reported in the ...",<b>Mercedes</b>-Benz cars reached record sales in <b>March</b> and the first quarter of 2018,https://voiceofpeopletoday.com/mercedes-benz-cars-reached-record-sales-march-first-quarter-2018/,kindergarten,2018-04-06T11:34:00.0000000Z
25,"In <b>March</b>, <b>Mercedes</b>-Benz sold more than 237,000 passenger cars for the first time in one single month (+3.9%). The strongest-selling quarter in the company’s history was achieved (594,304 units, +6.0%). China was the biggest growth driver in the first ...",<b>Mercedes</b>-Benz achieves a record quarter with the best month of all time,https://www.daimler.com/investors/reports-news/financial-news/mercedes-benz-sales-march-2018.html,Daimler,2018-04-06T00:00:00.0000000Z
26,"<b>Mercedes</b>-Benz USA today reported <b>March</b> sales of 28,407 units. <b>Mercedes</b>-Benz Vans reported <b>March</b> sales of 2,967 units (up 3.3%) and smart reported 110 units, bringing the MBUSA grand total to 31,484 vehicles for the month. On a year-to-date basis, <b>Mercedes</b> ...",<b>Mercedes</b> Sales Struggle With A 2.4% Drop In <b>March</b>,http://autospies.com/news/Mercedes-Sales-Struggle-With-A-2-4-Drop-In-March-96011/,Auto Spies,2018-04-04T13:37:00.0000000Z
27,"ATLANTA–(BUSINESS WIRE)–Apr 3, 2018–<b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,407 units. <b>Mercedes</b>-Benz Vans reported <b>March</b> sales of 2,967 units (up 3.3%) and smart reported 110 units, bringing the MBUSA grand total to 31,484 vehicles ...","<b>Mercedes</b>-Benz USA Reports <b>March</b> Sales of 28,407 Units",https://voiceofpeopletoday.com/mercedes-benz-usa-reports-march-sales-28407-units/,kindergarten,2018-04-03T23:38:00.0000000Z
28,"ATLANTA-- <b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,407 units. <b>Mercedes</b>-Benz Vans reported <b>March</b> sales of 2,967 units (up 3.3%) and smart reported 110 units, bringing the MBUSA grand total to 31,484 vehicles for the month. On a year-to ...","<b>Mercedes</b>-Benz USA Reports <b>March</b> 2018 Sales of 28,407 Units",https://www.theautochannel.com/news/2018/04/03/537820-mercedes-benz-usa-reports-march-sales-28-407-units.html,The Auto Channel,2018-04-03T21:47:00.0000000Z
29,"BMW AG’s namesake brand outsold <b>Mercedes</b>-Benz for the first time this year, eking out a 1 percent gain in <b>March</b>. The increase, driven by the 5-series sedan, was BMW’s smallest gain in five months. <b>Mercedes</b> deliveries slipped 2.4 percent as demand for ...",LUXURY: <b>Mercedes</b> loses U.S. sales momentum as Trump lobs trade threats,http://canada.autonews.com/article/20180403/RETAIL01/180409882/luxury-sales-march-mercedes-bmw-lexus,canada.autonews.com,2018-04-03T21:15:00.0000000Z
30,"<b>Mercedes</b>-Benz (OTCPK:DDAIF) unit sales -2.7% to 31,484 units. Vans sales were up 3% to 2,967 units. Smart sales fell 72% to 110 units. Sales growth by <b>Mercedes</b> class (units): C-Class -38% to 4,984; E-Class/CLS -14% to 4,024; S-Class +14% to 1,627; GLC ...",<b>Mercedes</b>-Benz <b>March</b> U.S. sales: -3%,https://seekingalpha.com/news/3343441-mercedes-benz-march-u-s-sales-minus-3-percent,Seeking Alpha,2018-04-03T18:31:00.0000000Z
31,"<b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,407 units. <b>Mercedes</b>-Benz Vans reported <b>March</b> sales of 2,967 units (up 3.3%) and smart reported 110 units, bringing the MBUSA grand total to 31,484 vehicles for the month. On a year-to-date basis ...","<b>Mercedes</b>-Benz USA Reports <b>March</b> Sales of 28,407 Units",https://www.marketwatch.com/press-release/mercedes-benz-usa-reports-march-sales-of-28407-units-2018-04-03,MarketWatch,2018-04-03T13:35:00.0000000Z
32,"ATLANTA--(BUSINESS WIRE)--<b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,407 units. <b>Mercedes</b>-Benz Vans reported <b>March</b> sales of 2,967 units (up 3.3%) and smart reported 110 units, bringing the MBUSA grand total to 31,484 vehicles for the month.","<b>Mercedes</b>-Benz USA Reports <b>March</b> Sales of 28,407 Units",https://www.businesswire.com/news/home/20180403006342/en/Mercedes-Benz-USA-Reports-March-Sales-28407-Units,Business Wire,2018-04-03T13:35:00.0000000Z
33,"unveils the three-pointed star logo during the opening of the new <b>Mercedes</b>-Benz USA corporate headquarters on <b>March</b> 15, 2018 in Sandy Springs, GA. (Paul Abell/Abell Images for <b>Mercedes</b>-Benz USA) If you were connected enough to secure an invite to the grand ...",Top reasons to envy the über-cool <b>Mercedes</b>-Benz USA headquarters in Atlanta,https://rollingout.com/2018/03/21/top-reasons-to-envy-the-uber-cool-mercedes-benz-usa-headquarters-in-atlanta/,Rolling Out,2018-03-21T11:59:00.0000000Z
34,"... of dedication into providing equal power units across six cars #mbFamily https://t.co/iOHWiwOzjx — <b>Mercedes</b>-AMG F1 (@MercedesAMGF1) <b>March</b> 5, 2018 &quot;That&#39;s why we have no problem with that. If there is any suspicion out there, it certainly wasn&#39;t ...",Williams deny questioning <b>Mercedes</b> engine parity,https://www.skysports.com/f1/news/12433/11277524/williams-deny-questioning-mercedes-engine-parity,Sky Sports,2018-03-05T15:45:00.0000000Z
35,The <b>Mercedes-Maybach S-Class</b> is the first Merc to sport the vintage &quot;Maybach ... The official debut will take place at the 2018 Geneva Motor Show in <b>March</b>. The mid-cycle facelift includes only minor tweaks inside and out in terms of design and layout ...,<b>2019 Mercedes-Maybach S-Class</b>,https://www.topspeed.com/cars/mercedes/2019-mercedes-maybach-s-class-ar179858.html,Top Speed,2018-02-20T15:05:00.0000000Z
36,"The EQC will enter the market in 2019 with at least 500 km (310 miles) of NEDC range. In related news, <b>Mercedes</b> is moving forward with on-board chargers and from <b>March</b> on will offer three-phase 22 kW chargers in Europe, which will be quite fast in ...",<b>Mercedes</b>-Benz To <b>Unveil First Production EQ Electric</b> In Geneva,https://insideevs.com/mercedes-benz-to-unveil-first-production-eq-electric-in-geneva/,Inside EVs,2018-02-15T19:20:00.0000000Z
37,"At product launch, which will happen at the Geneva Motor Show in <b>March</b>, the <b>Mercedes</b>-AMG G 63 will be offered in an exclusive &quot;Edition 1&quot; model. This will be a limited run of the first few G Wagons in exclusive colors, sport striping, and other details.",<b>Mercedes</b> ups the new G-Class&#39; performance with G 63,https://newatlas.com/mercedes-amg-g63-unveil/53394/,New Atlas,2018-02-14T19:07:00.0000000Z
38,"The new <b>Mercedes</b> G-Class recently made its debut at the 2018 Detroit Auto Show, and the AMG versions aren’t far behind. Spy photographers have already caught the high-performance AMG versions of the new G-Class testing, so it’s not a huge surprise a ...",New <b>Mercedes</b>-AMG G63 Expected to Debut in <b>March</b>,https://www.autoguide.com/auto-news/2018/01/new-mercedes-amg-g63-expected-to-debut-in-march.html,AutoGuide,2018-01-30T19:34:00.0000000Z
39,"<b>Mercedes</b>-Benz is set to introduce sweeping changes to its popular C-Class passenger car range at the upcoming Geneva motor show. That’s the word from English publication Autocar, which says both sedan and wagon derivatives will be unveiled at the Swiss ...",Facelifted <b>Mercedes</b>-Benz C-Class due in <b>March</b>,https://www.carsales.com.au/editorial/details/facelifted-mercedes-benz-c-class-due-in-march-110431/,carsales.com.au,2018-01-04T01:56:00.0000000Z
40,"ATLANTA — <b>Mercedes</b>-Benz USA says it plans to start moving employees into its new $93 million headquarters here in the spring. By next fall, about 1,000 employees of the brand&#39;s U.S. distribution arm should be back under one roof for the first time since ...",<b>Mercedes to open Atlanta</b> HQ in <b>March</b>,http://www.autonews.com/article/20171120/OEM/171129976/mercedes-atlanta-in-march,Automotive News,2017-11-20T06:15:00.0000000Z
41,It’s been a whirlwind 22 months for <b>Mercedes</b>-Benz USA since it announced its move from New Jersey to metro Atlanta. The company relocated and hired hundreds of employees. The German luxury carmaker opened a temporary office in Dunwoody. And then in ...,<b>Mercedes</b> USA HQ in <b>Sandy Springs speeds toward March grand</b> opening,https://www.myajc.com/business/mercedes-usa-sandy-springs-speeds-toward-march-grand-opening/09ifbJgfzXdpvltJb6zaaK/,myajc,2017-11-13T22:00:00.0000000Z
42,"Earlier reports said that the 2018 <b>Mercedes</b> A-Class will debut at IAA 2017, but that didn’t happen. Now, a fresh report from Autocar says that the 2018 Geneva Motor Show in early <b>March</b> will host the car’s world premiere. The next-gen <b>Mercedes</b> A-Class ...",Next-gen <b>Mercedes</b> A-Class to <b>debut at 2018 Geneva Motor Show in March</b>,https://indianautosblog.com/2017/10/2018-mercedes-class-debut-2018-geneva-motor-show-286937,Indian Autos blog,2017-10-14T07:24:00.0000000Z
43,"Nice Week in <b>March</b> 1900, start of the Nice–Marseilles race. A Daimler 23 HP “Phoenix” racing car outside the Hotel des Anglais on the Promenade des Anglais <b>Mercedes</b>-Simplex 40 HP as a four-seater tonneau variant. Photographed in Nice in 1902 outside ...",The birth of <b>Mercedes</b> and Nice Week,https://www.classicandsportscar.com/galleries/the-birth-of-mercedes-and-nice-week,Classic &amp; Sports Car,2017-05-15T16:34:00.0000000Z
44,<b>Mercedes</b> executives indicate they haven&#39;t made a decision ... The Reuters report follows the <b>March</b> 2017 launch of an investigation in Germany into whether Daimler employees committed fraud and engaged in false advertising in connection with diesel vehicles.,Will <b>Mercedes</b> follow VW in ditching diesel models?,https://autoweek.com/article/diesel/will-mercedes-follow-vw-ditching-diesel-models,Autoweek,2017-04-14T16:49:00.0000000Z
45,"NEW DELHI: German luxury car maker <b>Mercedes</b> Benz on Tuesday reported its best ever quarterly sales in India at 3,650 units, albeit just a marginal increase from the year-ago period. The sales growth in January-<b>March</b> period this calendar year has been ...",<b>Mercedes Benz reports record sales for January</b>-<b>March</b> quarter,https://timesofindia.indiatimes.com/auto/miscellaneous/mercedes-benz-reports-record-sales-for-january-march-quarter/articleshow/58125127.cms,Times of India,2017-04-11T13:17:00.0000000Z
46,"<b>Mercedes</b>-Benz can be extremely satisfied with its car sales in the first three months of this year. <b>March</b> 2017 was the strongest sales month in the history of <b>Mercedes</b>-Benz with growth of 14.8% and 228,296 vehicles delivered. The first quarter of 2017 also ...","<b>Mercedes-Benz in March: strongest-ever sales month</b> with more than 228,000 cars sold",https://www.automotiveworld.com/news-releases/mercedes-benz-march-strongest-ever-sales-month-228000-cars-sold-2/,Automotive World,2017-04-07T10:34:00.0000000Z
47,"Stuttgart: <b>Mercedes</b>-Benz in a media report announced first three months vehicles sales and says that its global sales in <b>March</b> 2017 has been the strongest in the history of the company with growth of 14.8% and 228,296 vehicles delivered globally.",<b>Mercedes</b>-Benz sells over 2.28 lakh units globally in <b>March</b> 2017,https://auto.economictimes.indiatimes.com/news/passenger-vehicle/cars/mercedes-benz-sells-over-228-lakh-units-globally-in-march-2017/58048370,ET Auto.com,2017-04-06T17:12:00.0000000Z
48,"Automaker BMW AG (BMWYY) outsold rival <b>Mercedes</b>-Benz (DDAIF) in the U.S. luxury car market during the month of <b>March</b>, although <b>Mercedes</b> remained on top for the first quarter of 2017. Sales data for <b>March</b> showed that BMW got a significant boost from ...",BMW&#39;s <b>March-Madness Victory over Mercedes</b>,https://www.investopedia.com/news/bmws-marchmadness-victory-over-mercedes/,Investopedia,2017-04-05T10:25:00.0000000Z
49,"ATLANTA—<b>Mercedes-Benz</b> today reported record <b>first quarter</b> year-to-date volume at 79,141 units, up 4.5% from 2016. <b>March</b> sales of 29,092 increased 3.3% from the same month last year. Adding 2,871 units for Vans and 389 units for smart, <b>Mercedes-Benz</b> USA ...",<b>Mercedes-Benz</b> US And <b>First Quarter</b> Sales <b>March</b> 2017,https://www.theautochannel.com/news/2017/04/03/364859-mercedes-benz-closes-out-record-first-quarter-with-79-141.html,The Auto Channel,2017-04-03T00:00:00.0000000Z
50,<b>Mercedes</b>-Benz is on a roll in India. The carmaker launched 13 products in 2016 and managed to retain the top spot in overall sales in the luxury segment. It now plans to start 2017 with the launch of the new E-Class in India that competes with the BMW 5 ...,"<b>Mercedes</b>-Benz E-Class Bookings Open, Launch In <b>March</b>",https://www.gaadi.com/car-news/mercedes-benz-e-class-bookings-open-launch-in-march-106756-106756,Cycles,2017-01-09T11:01:00.0000000Z
51,"It’s been a good year for the supercar and luxury car industry, and <b>Mercedes</b>-Benz is doing it again. Just last month, we reported that the luxury company saw it’s best first quarter ever, and the esteemed car maker is keeping the fire alive.",<b>March Marks Mercedes-Benz Highest</b> Monthly Unit Sales Ever,https://blog.dupontregistry.com/mercedes-benz/march-marks-mercedes-benz-highest-unit-sales/,duPont REGISTRY,2016-05-06T00:00:00.0000000Z
52,"<b>Mercedes</b>-Benz announced that it had achieved a record-breaking sales performance in <b>March</b> 2016. The German car maker delivered a total of 198,921 vehicles to customers all around the world – an 8.4% (16,709 units) increase against the previous month.",<b>Mercedes-Benz charts all-time record sales</b> in <b>March</b>,https://paultan.org/2016/04/08/mercedes-benz-charts-all-time-record-sales-in-march/,Paul Tan,2016-04-08T12:30:00.0000000Z
53,"<b>Mercedes</b>-Benz increased its unit sales in <b>March</b> by 8.4% to 198,921 vehicles. More cars were handed over to customers than ever before in one month. The Stuttgart based company with the three-pointed star also achieved the best first quarter in its history ...",<b>Mercedes-Benz March Sales Higher Than Ever Before</b>,http://www.emercedesbenz.com/autos/mercedes-benz/corporate-news/mercedes-benz-march-sales-higher-than-ever-before/,eMercedesBenz,2016-04-06T21:08:00.0000000Z
54,"<b>Mercedes</b>-Benz continues its strong performance in the luxury car segment. The three-pointed star brand recorded another successful month in <b>March</b> 2016 by achieving its highest monthly global sales ever. According to Daimler AG, <b>Mercedes</b> delivered a total ...",<b>Mercedes-Benz Achieves Record Sales</b> in <b>March</b> 2016,https://www.benzinsider.com/2016/04/mercedes-benz-achieves-record-sales-in-march-2016/,BenzInsider,2016-04-06T16:49:00.0000000Z
55,"<b>Mercedes</b>-Benz has announced that it has sold 198,921 cars in <b>March</b> 2016, more than ever before in one month (+8.4%). Unit sales in the first quarter (Q1) reached a new high of 483,487 vehicles (+12.6%). New records were set in Europe and the Asia-Pacific ...",<b>Mercedes-Benz clocks</b> best-ever sales globally for Q1 and <b>March</b>,http://www.autocarpro.in/news-international/mercedes-benz-clocks-sales-globally-q1-march-11071,Autocar Pro,2016-04-06T11:50:00.0000000Z
56,"ATLANTA, April 1, 2016 /PRNewswire/ -- <b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,164, which closes the first-quarter at 75,769, down 3% from last year. Smart contributed 479 units, and Vans reported a best-ever <b>March</b> with 3,072 ...","<b>Mercedes-Benz USA Reports March</b> Sales Of 28,164 Units",https://www.bizjournals.com/prnewswire/press_releases/2016/04/01/NY61177,The Business Journals,2016-04-01T16:22:00.0000000Z
57,"<b>Mercedes</b>-Benz USA (MBUSA) today reported <b>March</b> sales of 28,164, which closes the first-quarter at 75,769, down 3% from last year. Smart contributed 479 units, and Vans reported a best-ever <b>March</b> with 3,072, up 29.1% from the same time last year. MBUSA ...",<b>Mercedes</b>-Benz USA Reports <b>March</b> Sales,https://www.slkworld.com/off-topic/336553-mercedes-benz-usa-reports-march-sales.html,SLKWorld,2016-03-31T23:59:00.0000000Z
58,"and it begins with an invitation for BMW employees to visit the <b>Mercedes</b> museum. From <b>March</b> 8 to <b>March</b> 13 BMW employees will enjoy free admission, and if anyone arrives driving a BMW, they will get preferred free parking right next to the entrance.",<b>Mercedes Congratulates BMW on 100 Years</b>,https://interestingengineering.com/mercedes-congratulates-bmw-on-100-years,Interesting Engineering,2016-03-07T00:00:00.0000000Z
59,"<b>Mercedes</b>-Benz has announced that their entire range will receive a price hike by 3-5%. If you were planning on buying yourself a brand new <b>Mercedes</b>-Benz, well, Mercs just got slightly dearer after the Union Budget. <b>Mercedes</b>-Benz India has announced that ...","<b>Mercedes-Benz cars to get dearer from March, 2016</b>",https://www.autox.com/news/car-news/mercedes-benz-cars-to-get-dearer-from-march-2016/,autoX,2016-03-02T00:00:00.0000000Z
60,The seemingly unstoppable <b>march</b> of robots replacing humans may have hit a snag: high-end customisable cars. <b>Mercedes</b> (Xetra: 710000 - news) says it is replacing many of its production line robots with humans - a reversal of recent trends. That is because ...,<b>March</b> Of The <b>Robots Hits Snag</b> At <b>Mercedes</b>,https://uk.finance.yahoo.com/news/march-robots-hits-snag-mercedes-133229377.html,Yahoo Finance UK and Ireland,2016-02-26T13:38:00.0000000Z
