,description,headline,url,provider,date
10,"The 12.9-inch rotor front brakes are nearly an inch larger than the standard brakes on the regular XSE grade <b>cars</b>, and double up to dual-piston calipers. Supersonic Red, Windchill Pearl, Celestial Silver Metallic, and Midnight Black Metallic are your ...",<b>Toyota</b> Avalon And Camry TRD Pack 301HP And A Track-Tuned Suspension,http://iphonefresh.com/2018/11/18/toyota-avalon-and-camry-trd-pack-301hp-and-a-track-tuned.html,iphonefresh.com,2018-11-17T22:39:00.0000000Z
11,"This 2016 <b>Toyota</b> 4Runner SR5, 4WD, Leather Wrapped Steering Wheel ... WE WANT IT! Our vast network of used <b>car</b> buyers and sellers will shop your trade across North America and get you the most for what you have! NEED WARRANTY, NEED PROTECTION?","2016 <b>Toyota</b> 4Runner SR5 SR5, LEATHER, NAV, ONE",https://www.yorkregion.com/cars/2834435-newroadsgm-2016-toyota-4runner/,YorkRegion,2018-11-17T21:56:00.0000000Z
12,"We’ve analyzed 57 <b>Toyota</b> Land Cruiser reviews, as well as fuel economy estimates, performance specs, and more, to give you all the information you need to make a smart <b>car</b>-buying decision. This review uses applicable research and data from all model ...",2019 <b>Toyota</b> Land Cruiser,https://cars.usnews.com/cars-trucks/toyota/land-cruiser,cars.usnews.com,2018-11-17T21:44:00.0000000Z
13,"Many <b>Toyota</b> enthusiasts already know the equity behind the TRD badge seen on the brand’s hardcore, off-road-ready pickups and SUVs. Conquering the Baja, however, is just one of many feats won by TRD <b>vehicles</b> across the motorsports spectrum. Now ...",2020 <b>Toyota</b> Avalon and Camry TRD Hope To Kiss Boring Good-Bye,https://www.cheersandgears.com/articles/auto-show-news/la-auto-show/2020-toyota-avalon-and-camry-trd-hope-to-kiss-boring-good-bye-r5395/,cheersandgears.com,2018-11-17T21:43:00.0000000Z
14,"Police say around 11:48 p.m. on Friday, troopers were dispatched to Route 213 and Wexford Drive in Centreville for a <b>car</b> accident. Police say a 2017 Jeep Wrangler driven by Bradley Martz ran a flashing red light and struck a <b>Toyota</b> SUV. Police say both ...",Man Arrested for DUI After Three <b>Car</b> Crash in Centreville,http://www.wboc.com/story/39500753/man-arrested-for-dui-after-fleeing-three-car-crash-in-centreville,WBOC,2018-11-17T21:37:00.0000000Z
15,"Like every automaker that’s worth its salt, <b>Toyota</b>’s bottom line is the most important thing the company has to take care of. And, with the U.S. <b>car</b> market experiencing a shift in demand the likes of which we haven’t seen in a long time, the Japanese ...",Here Are the <b>Cars</b> <b>Toyota</b> Might Kill Off,https://www.topspeed.com/cars/car-news/here-are-the-cars-toyota-might-kill-off-ar183366.html,Top Speed,2018-11-17T17:15:00.0000000Z
16,"“Used <b>cars</b> can look good but still have problems that could be expensive to fix,” said Brandon Grade, Service Advisor at Findlay <b>Toyota</b> in Las Vegas, Nevada. “Personally, I try and steer people towards a certified pre-owned vehicle that comes with a ...",Best Time To Buy A <b>Car</b>? The Holiday Season Might Be One,https://www.automoblog.net/2018/11/17/automoblog-depth-holidays-good-time-buy-car/,Automoblog.net,2018-11-17T16:30:00.0000000Z
17,"But now everybody is pushing so hard to get everything out of the <b>car</b>, and ourselves too. “It’s like we have a little carrot hanging in front of our faces so we just push. For them [<b>Toyota</b>] it ...",Rebellion “So Much More Motivated” by Tighter LMP1 Gap,https://sportscar365.com/lemans/wec/senna-rebellion-so-much-more-motivated-by-tighter-lmp1-gap/,Sportscar365,2018-11-17T12:28:00.0000000Z
18,"Hybrid models will be newly introduced in more than 90 countries and regions, playing a key role in the widespread adoption of electrified <b>vehicles</b>. The sedan&#39;s exterior ... a first for the Corolla Sedan in Europe. <b>Toyota</b> says that compared with the ...",Guangzhou 2018: <b>Toyota</b> Debuts All-New Corolla Sedan,http://opticxllyaroused.com/2018/11/17/guangzhou-2018-toyota-debuts-all-new-corolla-sedan.html,opticxllyaroused.com,2018-11-17T10:38:00.0000000Z
19,"While the wheelbase is unchanged at 2 700 mm, <b>Toyota</b> says the <b>vehicle&#39;s</b> height (1 435 mm) has been cut by as much as 45 mm. A six-speed manual is standard in lower-grade <b>cars</b>, but the engine can also be paired with a continuously-variable transmission ...",<b>Toyota</b> to start mass production of its new hybrid auto in Turkey,http://booktour.tips/2018/11/toyota-to-start-mass-production-of-its-new-hybrid-auto-in/,booktour.tips,2018-11-17T05:12:00.0000000Z
20,"<b>Toyota</b> Safety Sense 2.0 Significantly ... the AHB system uses an in-vehicle camera to help detect the headlights of oncoming <b>vehicles</b> and taillights of preceding <b>vehicles</b>, then automatically switches between high and low beams as appropriate.",New <b>Toyota</b> Corolla with More Tech than Before,https://www.autoconnectedcar.com/2018/11/new-toyota-corolla-closer-to/,autoconnectedcar.com,2018-11-17T00:08:00.0000000Z
21,"As if to accentuate that the Corolla is a <b>car</b> and not a crossover, its seating position has been lowered, as has the roofline. As for the seats, higher trim levels are finished with two-toning in what <b>Toyota</b> calls SofTex; you’ll call it vinyl or Naugahyde.",<b>Toyota</b> adds style to 2020 Corolla,https://www.bendbulletin.com/business/6692075-151/toyota-adds-style-to-2020-corolla,The Bulletin,2018-11-17T00:40:00.0000000Z
22,"Instead, owners of mass market <b>cars</b> such as the Honda Accord and <b>Toyota</b> Prius are opening their wallets for the sedan, signaling that the vehicle is pushing Tesla beyond its luxury niche and more into the mainstream. The Model 3 is the key to Musk’s goal ...",Tesla&#39;s Model 3 sedan is pulling in buyers who previously owned Accords and Priuses,http://www.latimes.com/business/la-fi-tesla-buyers-stretch-20181116-story.html,Los Angeles Times,2018-11-17T01:00:00.0000000Z
23,"PENSACOLA, Fla., Nov. 16, 2018 /PRNewswire-PRWeb/ -- Black Friday deals are available all month long to Pensacola shoppers looking to get behind the wheel of a new <b>Toyota</b> vehicle. Bob Tyler <b>Toyota</b>, a new and used <b>car</b> dealership located on Pensacola Blvd.",Bob Tyler <b>Toyota</b> Offers Deals on New <b>Vehicles</b> During the Toyotathon Sales Event,https://www.bizjournals.com/orlando/prnewswire/press_releases/Florida/2018/11/16/UN77172,The Business Journals,2018-11-16T23:30:00.0000000Z
24,"as Mazda <b>Toyota</b> Manufacturing USA begins building a new $1.6 billion facility. The facility, set to begin manufacturing in 2021 on the 2,000-acre site, will produce 300,000 <b>vehicles</b> annually and ...",Ivey welcomes <b>Toyota</b> and Mazda executives for auto assembly plant groundbreaking ceremony in Huntsville,https://yellowhammernews.com/ivey-welcomes-toyota-and-mazda-executives-for-auto-assembly-plant-groundbreaking-ceremony-in-huntsville/,Yellowhammer News,2018-11-16T22:43:00.0000000Z
25,"Three synonyms that describe the new 2019 <b>Toyota</b> Avalon to a “T ... I remember when I first moved to Texas from New York, I was told I didn’t want leather in my <b>car</b>. I replied “What?” You gotta be kidding me! I do. Now, everyone agrees and ...",Luxury Marks <b>Toyota</b> Flagship 2019 Avalon Hybrid,http://www.focusdailynews.com/luxury-marks-toyota-flagship-2019-avalon-hybrid/,Focus Daily News,2018-11-16T22:25:00.0000000Z
26,"(CNN) - In the nearly four years since Microsoft introduced its HoloLens augmented-reality headset, consumers have largely forgotten about it. But now it&#39;s gaining traction among an unlikely audience: <b>car</b> makers. <b>Toyota</b> is one of a growing number of auto ...",<b>Toyota</b> is using Microsoft&#39;s HoloLens to build <b>cars</b> faster,https://www.clickondetroit.com/tech/toyota-is-using-microsofts-hololens-to-build-cars-faster,clickondetroit.com,2018-11-16T21:50:00.0000000Z
27,"Okay, friend to friend, what’s going on <b>Toyota</b>? We knew the Camry and the Avalon as comfortable, reliable, and unassuming means of transporting perfectly pleasant people from A to B. Then you went and revamped both <b>cars</b> and made them sharper to drive and ...",The 2020 <b>Toyota</b> Avalon TRD and Camry TRD Leave Their Boring Reputation Behind [News],https://www.tflcar.com/2018/11/2020-toyota-camry-trd-avalon-trd/,The Fast Lane Car,2018-11-16T21:41:00.0000000Z
28,"Pricing for the 2020 Corolla sedan has yet to be announced, but our colleagues over at <b>Car</b> and Driver estimate it&#39;ll start at somewhere around $20,000, and could surpass $25,000 depending on options and trim level. <b>Toyota</b> says the <b>car</b> will be available in ...",The 2020 <b>Toyota</b> Corolla Sedan Looks Like a Genuinely Fun Economy Four-Door,https://www.roadandtrack.com/new-cars/a25171472/2020-toyota-corolla-sedan-pictures-price-hp-specs-info/,Road &amp; Track,2018-11-16T19:29:00.0000000Z
29,"That <b>car</b> had good fit and finish for the compact sedan class, and we liked the quality of most of the materials used. <b>Toyota</b> has emphasized that the driver sits nearly an inch lower in the new Corolla and 1.5 inches farther back than in the old <b>car</b>.",Redesigned 2020 <b>Toyota</b> Corolla Finally Gets a Hybrid,https://www.consumerreports.org/small-cars/2020-toyota-corolla-preview/,Consumer Reports,2018-11-16T18:41:00.0000000Z
30,"Many <b>Toyota</b> enthusiasts already know the equity behind the TRD badge seen on the brand&#39;s hardcore, off-road-ready pickups and SUVs. Conquering the Baja, however, is just one of many feats won by TRD <b>vehicles</b> across the motorsports spectrum. Now ...",<b>Toyota</b> Camry TRD,https://www.netcarshow.com/toyota/2020-camry_trd/,NetCarShow.com,2018-11-16T17:44:00.0000000Z
31,"Masahi Aihara, president of Mazda <b>Toyota</b> Manufacturing, said the plant will have the capacity to build 300,000 <b>vehicles</b> a year. The deal bringing the huge <b>car</b>-making plant to Huntsville was ...",Mazda <b>Toyota</b> Manufacturing breaks ground on $1.6 billion auto plant in Huntsville,https://whnt.com/2018/11/16/mazda-toyota-manufacturing-breaks-ground-on-1-6-billion-auto-plant-in-huntsville/,WHNT,2018-11-16T17:24:00.0000000Z
32,"<b>Toyota</b> says roll stiffness increases 44% in the front and 67% in the rear. Rounding out the changes are a gloss black grille, a catback exhaust system and three two-tone paint jobs. The <b>car</b> also has black Sport SofTex front seats with red accents and ...",2020 <b>Toyota</b> Avalon And Camry TRD Pack 301HP And Track-Tuned Suspension,https://www.carscoops.com/2018/11/2020-toyota-avalon-camry-trd-pack-301-hp-track-tuned-suspension/,Carscoops,2018-11-16T17:18:00.0000000Z
33,<b>Toyota</b> announces it will build a hybrid version of the Corolla. Rivian teases images of its upcoming electric pickup. Mercedes-Benz launches a consumer fuel-cell test fleet. And we crunch the accident-rate numbers on Tesla&#39;s Autopilot. All this and more on ...,"<b>Toyota</b> Corolla Hybrid, Tesla Autopilot safety, Rivian pickup: Today&#39;s <b>Car</b> News",https://www.greencarreports.com/news/1119966_toyota-corolla-hybrid-tesla-autopilot-safety-rivian-pickup-todays-car-news,Green Car Reports,2018-11-16T16:51:00.0000000Z
34,"<b>Toyota</b> has been on a quest to shed its ho-hum image for the ... These descriptors, seemingly from the luxury <b>car</b> realm, inspired designers’ efforts when visualizing Corolla sedan’s cabin. The result is called “sensuous minimalism.”",2020 <b>Toyota</b> Corolla Becomes Much Bolder,https://www.cheersandgears.com/articles/auto-show-news/la-auto-show/2020-toyota-corolla-becomes-much-bolder-r5393/,cheersandgears.com,2018-11-16T16:20:00.0000000Z
35,"With the 2020 Corolla <b>Toyota</b> unveiled Thursday at simultaneous events in China and the U.S., the automaker makes its most dramatic effort yet to shed the small <b>car&#39;s</b> stodgy image. 2019 Honda Passport crossover SUV teased ahead of LA revival After rumors ...","2020 <b>Toyota</b> Corolla, <b>Toyota</b> Camry and Avalon TRD, Tesla Autopilot: What&#39;s New @ The <b>Car</b> Connection",https://www.thecarconnection.com/news/1119975_2020-toyota-corolla-toyota-camry-and-avalon-trd-tesla-autopilot-whats-new-the-car-connection,The Car Connection,2018-11-16T15:35:00.0000000Z
36,"The world’s best-selling <b>car</b> has gotten a redesign. The 12th-generation 2020 <b>Toyota</b> Corolla debuted showing off a pointed nose, piercing headlamps and a spacious interior. The Corolla joins the 2019 <b>Toyota</b> Corolla Hatchback, which debuted earlier this year.",Automotive Minute: World’s best-selling <b>car</b> gets a complete redesign for 2020 (Photos),https://www.bizjournals.com/atlanta/news/2018/11/16/automotive-minute-world-s-best-selling-car-gets-a.html,The Business Journals,2018-11-16T15:30:00.0000000Z
37,"When <b>Toyota</b> unveiled the 2019 Corolla Hatchback, we were impressed. It looks like it&#39;s going to be a repeat performance for the 2020 Corolla sedan, which the automaker unveiled in Carmel, Calif., last night. For 2020, the compact <b>car</b> sheds its boring looks ...","2020 <b>Toyota</b> Corolla Promises Style, Tech",https://www.cars.com/articles/2020-toyota-corolla-promises-style-tech-1420703616433/,Cars.com,2018-11-16T15:22:00.0000000Z
38,"The <b>Toyota</b> Corolla, best-selling <b>car</b> of all time, arrives next spring as a 2020 model. Sold in 90-plus countries, every Corolla gets the <b>Toyota</b> Safety Sense suite, “with specifications and availability refined for each country.” In the US, that means ...",2020 <b>Toyota</b> Corolla Shames Luxury Sedans With Standard Safety Suite,https://www.extremetech.com/extreme/280737-2020-toyota-corolla-shames-luxury-sedans-with-standard-safety-suite,ExtremeTech,2018-11-16T15:17:00.0000000Z
39,"I was curious about CuriosityStream’s three-year-old science and tech documentary service, but reluctant to take out a subscription. So I tried CuriosityStream’s three-month-old, free, advertiser-supported service called Showcase. In August ...",CuriosityStream&#39;s <b>Toyota</b> Theater Features Free Anti-<b>Car</b> Documentaries,https://www.mediapost.com/publications/article/328012/curiositystreams-toyota-theater-features-free-ant.html?edition=111793,MediaPost,2018-11-16T14:32:00.0000000Z
40,"Firstly, the manufacturer says this new Corolla has a lower center of gravity and a generally sportier feel to the way it drives - in fact, <b>Toyota</b> used the word “sporty” to describe the <b>car</b> in its press blurb some seven times - it really wants to drive ...",<b>Toyota</b> Brightens Its 2020 Lineup with a Redesigned Corolla That’s More Powerful and Safer Than Ever,https://www.topspeed.com/cars/car-news/toyota-brightens-its-2020-lineup-with-a-redesigned-corolla-that-s-more-powerful-and-safer-than-ever-ar183447.html,Top Speed,2018-11-16T14:20:00.0000000Z
41,"The redesigned 2020 <b>Toyota</b> Corolla sedan will soon spawn a hybrid variant, the first gasoline-electric version of the automaker&#39;s popular compact <b>car</b>. <b>Toyota</b> made the announcement Thursday as it unveiled the Corolla sedan at simultaneous events in ...",<b>Toyota</b> Corolla hybrid will join Prius next year,https://www.greencarreports.com/news/1119951_toyota-corolla-hybrid-will-join-prius-next-year,Green Car Reports,2018-11-16T13:03:00.0000000Z
42,The all-new <b>Toyota</b> Corolla Sedan for Europe will be built in Turkey and will go on sale in the first quarter of 2019. Just How Much Faster Is The New Formula E Racer Than The Old One? The first- and new second-generation electric racing <b>cars</b> undertook a ...,Europe’s <b>Toyota</b> Corolla Sedan Gains Hybrid Version For The First Time,https://www.carscoops.com/2018/11/europes-toyota-corolla-sedan-gains-hybrid-version-first-time/,Carscoops,2018-11-16T12:04:00.0000000Z
43,"<b>Toyota</b> teases TRD versions of the Camry and Avalon 2019 <b>Toyota</b> Camry and Avalon get a TRD makeover Hyundai and Kia to add solar panels to some <b>vehicles</b> in 2019 The TRD versions don’t just get some styling updates, since <b>Toyota</b> says that both sedans have ...",2020 <b>Toyota</b> Avalon and Camry TRD versions add more sport,https://www.thetorquereport.com/toyota/2020-toyota-avalon-and-camry-trd-versions-add-a-bit-of-sport/,The Torque Report,2018-11-16T11:58:00.0000000Z
44,"The L.A. auto show starts November 28. <b>Toyota</b> will also use the show to introduce TRD-enhanced versions of its Camry and Avalon sedans. To learn about some of the other <b>vehicles</b> set to appear, head to our dedicated hub.","2020 <b>Toyota</b> Corolla revealed, hybrid powertrain coming",https://www.motorauthority.com/news/1119967_2020-toyota-corolla-revealed-hybrid-powertrain-coming,Motor Authority,2018-11-16T08:02:00.0000000Z
45,"Get ready to see a ton of the <b>car</b> you see here. This is the completely redesigned 2020 <b>Toyota</b> Corolla sedan, the 12th generation of the bestselling <b>car</b> of all time, and one of the bestselling <b>cars</b> in the United States. It was unveiled tonight at the first ...","2020 <b>Toyota</b> Corolla sedan revealed: More features, more driver-focused",https://www.msn.com/en-za/cars/news/2020-toyota-corolla-sedan-revealed-more-features-more-driver-focused/ar-BBPLE1n?li=BBqfRGf,Autoblog,2018-11-16T22:11:00.0000000Z
46,"The Corolla hatchback proved <b>Toyota</b> still knows how to make good compact <b>cars</b>, but now it’s the hatchback’s sedan counterpart that is getting a makeover. The 2020 <b>Toyota</b> Corolla sedan gets the same clean-sheet redesign as the hatchback, but will that ...","2020 <b>Toyota</b> Corolla sedan aims to offer sharper handling, better tech",https://www.digitaltrends.com/cars/2020-toyota-corolla-sedan/,digitaltrends.com,2018-11-16T07:23:00.0000000Z
47,"It’s no surprise that <b>Toyota</b> is intent on proving its prowess with the new sedan. Over the past half century, Corolla has been one of the <b>cars</b> instrumental in building the Japanese automaker’s reputation for quality, reliability and durability.","In an SUV Market, <b>Toyota</b> Intent on Boosting Demand for All-New 2020 Corolla",http://www.thedetroitbureau.com/2018/11/in-an-suv-market-toyota-intent-on-boosting-demand-for-all-new-2020-corolla/,TheDetroitBureau,2018-11-16T07:10:00.0000000Z
48,Check out this story on USATODAY.com: https://www.usatoday.com/picture-gallery/money/<b>cars</b>/2018/11/16/2020-<b>toyota</b>-corolla-sedan-revealed/2016029002/,"2020 <b>Toyota</b> Corolla revealed: Sedan gets more powerful, efficient",https://www.usatoday.com/picture-gallery/money/cars/2018/11/16/2020-toyota-corolla-sedan-revealed/2016029002/,USA Today,2018-11-16T07:01:00.0000000Z
49,"<b>Toyota</b>&#39;s Corolla sedan has emerged into a powerhouse for the Japanese automaker, with over 40 million units sold since the Corolla first entered production. However, all of this success and good fortune masks a <b>car</b> that has always never been known for its ...","<b>Toyota</b> Goes All In With 2020 Corolla, Promises To Revamp Driving Experience For Buyers",http://www.car-revs-daily.com/2018/11/16/toyota-goes-all-in-with-2020-corolla-promises-to-revamp-driving-experience-for-buyers/,car-revs-daily.com,2018-11-16T06:17:00.0000000Z
50,"<b>Toyota</b> has unveiled the next-gen Corolla sedan at the ongoing ... ever since he got hold of the 1994 edition of the Daily Express World <b>Car</b> Guide. Completely mesmerised by the spectacle of an automobile, there was no going back for him.",Next-gen <b>Toyota</b> Corolla makes global debut in China,https://www.autox.com/news/car-news/next-gen-toyota-corolla-makes-global-debut-in-china-104930/,autoX,2018-11-16T06:01:00.0000000Z
51,"<b>Toyota</b> shook up the midsize sedan ranks with the new-generation ... These descriptors, seemingly from the luxury <b>car</b> realm, inspired designers’ efforts when visualizing Corolla sedan’s cabin. The result is called “sensuous minimalism.”",2020 <b>Toyota</b> Corolla first look preview,https://www.drivingthenation.com/2020-toyota-corolla-first-look-preview/,drivingthenation.com,2018-11-16T04:56:00.0000000Z
52,"With the 2020 Corolla <b>Toyota</b> unveiled Thursday at simultaneous events in China and the U.S., the automaker makes its most dramatic effort yet to shed the small <b>car&#39;s</b> stodgy image. When the 2020 <b>Toyota</b> Corolla goes on sale next spring, it&#39;ll have a split ...","2020 <b>Toyota</b> Corolla unveiled: More power, style for compact sedan",https://www.thecarconnection.com/news/1119948_2020-toyota-corolla-unveiled-more-power-style-for-compact-sedan,The Car Connection,2018-11-16T04:49:00.0000000Z
53,"Honda redesigned the Civic three years back, and now it&#39;s <b>Toyota</b>&#39;s turn: Witness the 2020 Corolla, a <b>car</b> brimming with new technology. Press photos indicate the new Corolla sedan is just as heavy on the mesh apertures and thin, menacing headlights as its ...","2020 <b>Toyota</b> Corolla Sedan Snags Hatch Looks, Leaves Powertrains",https://www.cars.com/articles/2020-toyota-corolla-sedan-snags-hatch-looks-leaves-powertrains-1420703581017/,Cars.com,2018-11-16T03:18:00.0000000Z
54,"helping to lower the <b>car&#39;s</b> center of gravity and improve its overall balance. The 2020 Corolla will be available at dealerships Spring 2019. Through the Start Your Impossible campaign, <b>Toyota</b> ...",All-New 2020 <b>Toyota</b> Corolla Ready To Rock The Sedan World,https://finance.yahoo.com/news/2020-toyota-corolla-ready-rock-030000302.html,Yahoo Finance,2018-11-16T03:06:00.0000000Z
55,"2018 <b>Toyota</b>&#39;s 2018 Sequoia, Tundra TRD and Prius Prime Advanced, Reviewed Forbes.com - 22:38 PM GMT November 08, 2018 Legendary <b>cars</b> BMW Z4 and <b>Toyota</b> Supra look different but are the same underneath with advanced tech and high-powered engines The ...",2020 <b>Toyota</b> Corolla sedan gets a bold new look in its 12th generation - Roadshow,https://www.newsoneplace.com/7720991809/toyota-corolla-roadshow-generation,newsoneplace.com,2018-11-16T03:00:00.0000000Z
56,"The <b>Toyota</b> Corolla, one of the best-selling <b>cars</b> of all time, is getting a total redesign. The Japanese automaker on Thursday night showed off the 12th generation of the Corolla sedan, promising &quot;more horsepower and better fuel efficiency.&quot; The 2020 model ...","<b>Toyota</b> Corolla redesigned: More power, better fuel economy",https://www.usatoday.com/story/money/cars/2018/11/16/2020-toyota-corolla/2014779002/,USA Today,2018-11-16T02:00:00.0000000Z
57,"(Entune includes apps that can use the vehicle’s GPS location to provide emergency assistance in the event of an accident; can remotely lock, unlock and start your <b>car</b>; and can connect as many as five devices though the 2020 <b>Toyota</b> Corolla’s in-<b>car</b> 4G ...",2020 <b>Toyota</b> Corolla First Look,https://www.kbb.com/car-news/all-the-latest/toyota-corolla/2100006052/,Kelley Blue Book,2018-11-16T02:00:00.0000000Z
58,This Corolla sedan comes with the same powerplant that we find in the Corolla Hatchback. That is a 2.0-liter naturally aspirated four cylinder that makes 169 horsepower and 151 lb-ft of torque. Power is sent to the front wheels through your choice of two ...,2020 <b>Toyota</b> Corolla Sedan: The World’s Best-Selling <b>Car</b> Gets a New Face and a New Heart,https://www.tflcar.com/2018/11/2020-toyota-corolla-sedan-the-worlds-best-selling-car-gets-a-new-face-and-a-new-heart/,The Fast Lane Car,2018-11-16T02:00:00.0000000Z
59,"The interior gains red stitching and other sporty details. While all that looks great, sporty looks does not make a <b>car</b> sporty to drive. <b>Toyota</b> won’t say anything about the specs of these two sedans. The current generations are arguably the most ...",<b>Toyota</b> Readies TRD Camry and Avalon,https://www.insidercarnews.com/toyota-readies-trd-camry-and-avalon/,Cars,2018-11-16T01:26:00.0000000Z
60,<b>Toyota</b> dropped a big hint last week about the 2019 Prius. A refresh of the <b>car</b> that popularized hybrid powertrains will arrive at 2018 AutoMobility LA. The short press release from <b>Toyota</b> stated the new Prius “performs on roads whether snowy or clear.”,<b>Toyota</b> Will Likely Offer AWD for Prius,https://www.insidercarnews.com/toyota-will-likely-offer-awd-for-prius/,Cars,2018-11-16T01:24:00.0000000Z
61,"Yet Chrysler managed to keep it &quot;the fourth-best selling <b>car</b> in the small specialty segment&quot; by updating ... as well as successful imports like the <b>Toyota</b> Celica GT-S. Mitsubishi&#39;s 3.0 V6 produced 141 horsepower and 171 lb-ft of torque, with smoother ...",When the Dodge Daytona Took On the <b>Toyota</b> Celica,https://www.roadandtrack.com/car-culture/classic-cars/a25127987/when-the-dodge-daytona-took-on-the-toyota-celica/,Road &amp; Track,2018-11-15T18:16:00.0000000Z
62,"A fact with which Tetsuya Tada, the father of the <b>Toyota</b> GT86 and the new Supra, quite readily agrees: ‘In keeping with the legacy of the Supra, we wanted to revive the same sense of excitement with the new <b>car</b>. And the straight-six is one of the primary ...",2019 <b>Toyota</b> Supra Prototype Review: First Impressions,https://www.autox.com/quattroruote/new-2019-toyota-supra-prototype-review-first-impressions-104887/,autoX,2018-11-15T11:11:00.0000000Z
